location,parameter,value,unit,measured_at
Jihan Fauziah Hamdi ,pm10,23.223065455754597,µg/m³,2024-03-09T08:00:00Z
Jihan Fauziah Hamdi ,pm10,32.23392868041992,µg/m³,2024-03-09T09:00:00Z
Jihan Fauziah Hamdi ,pm10,32.0703870455424,µg/m³,2024-03-09T10:00:00Z
Jihan Fauziah Hamdi ,pm10,40.81220245361328,µg/m³,2024-03-09T11:00:00Z
Jihan Fauziah Hamdi ,pm10,46.14017899831136,µg/m³,2024-03-09T12:00:00Z
Jihan Fauziah Hamdi ,pm10,64.22604115804036,µg/m³,2024-03-09T13:00:00Z
Jihan Fauziah Hamdi ,pm10,60.19181537628174,µg/m³,2024-03-09T14:00:00Z
Jihan Fauziah Hamdi ,pm10,54.54375012715658,µg/m³,2024-03-09T15:00:00Z
Jihan Fauziah Hamdi ,pm10,71.20148785909016,µg/m³,2024-03-09T16:00:00Z
Jihan Fauziah Hamdi ,pm10,70.09821510314941,µg/m³,2024-03-09T17:00:00Z
Jihan Fauziah Hamdi ,pm10,71.92916615804036,µg/m³,2024-03-09T18:00:00Z
Jihan Fauziah Hamdi ,pm10,68.70208358764648,µg/m³,2024-03-09T19:00:00Z
Jihan Fauziah Hamdi ,pm25,57.868181402033024,µg/m³,2023-10-30T13:00:00Z
Jihan Fauziah Hamdi ,pm25,58.80833371480306,µg/m³,2023-10-30T14:00:00Z
Jihan Fauziah Hamdi ,pm25,58.891666412353516,µg/m³,2023-10-30T16:00:00Z
Jihan Fauziah Hamdi ,pm25,60.19166692097982,µg/m³,2023-10-30T17:00:00Z
Jihan Fauziah Hamdi ,pm25,62.96666653951009,µg/m³,2023-10-30T18:00:00Z
Jihan Fauziah Hamdi ,pm25,64.32916641235352,µg/m³,2023-10-30T19:00:00Z
Jihan Fauziah Hamdi ,pm25,67.50833193461101,µg/m³,2023-10-30T20:00:00Z
Jihan Fauziah Hamdi ,pm25,62.354166666666664,µg/m³,2023-10-30T21:00:00Z
Jihan Fauziah Hamdi ,pm25,55.47083346048991,µg/m³,2023-10-30T22:00:00Z
Jihan Fauziah Hamdi ,pm25,53.94583288828532,µg/m³,2023-10-30T23:00:00Z
Jihan Fauziah Hamdi ,pm25,224.88750203450522,µg/m³,2023-10-31T00:00:00Z
Jihan Fauziah Hamdi ,pm25,158.09999720255533,µg/m³,2023-10-31T01:00:00Z
Jihan Fauziah Hamdi ,pm25,131.5666643778483,µg/m³,2023-10-31T02:00:00Z
Jihan Fauziah Hamdi ,pm25,106.30833307902019,µg/m³,2023-10-31T03:00:00Z
Jihan Fauziah Hamdi ,pm25,103.55833435058594,µg/m³,2023-10-31T04:00:00Z
Jihan Fauziah Hamdi ,pm25,112.57083193461101,µg/m³,2023-10-31T05:00:00Z
Jihan Fauziah Hamdi ,pm25,253.48333613077799,µg/m³,2023-10-31T06:00:00Z
Jihan Fauziah Hamdi ,pm25,302.9208348592122,µg/m³,2023-10-31T07:00:00Z
Jihan Fauziah Hamdi ,pm25,105.67916615804036,µg/m³,2023-10-31T08:00:00Z
Jihan Fauziah Hamdi ,pm25,65.07083384195964,µg/m³,2023-10-31T09:00:00Z
Jihan Fauziah Hamdi ,pm25,100.25416501363118,µg/m³,2023-10-31T10:00:00Z
Jihan Fauziah Hamdi ,pm25,99.27916526794434,µg/m³,2023-10-31T11:00:00Z
Jihan Fauziah Hamdi ,pm25,149.9583339691162,µg/m³,2023-10-31T12:00:00Z
Jihan Fauziah Hamdi ,pm25,131.98750114440918,µg/m³,2023-10-31T13:00:00Z
Jihan Fauziah Hamdi ,pm25,90.0500005086263,µg/m³,2023-10-31T14:00:00Z
Jihan Fauziah Hamdi ,pm25,103.90416653951009,µg/m³,2023-10-31T16:00:00Z
Jihan Fauziah Hamdi ,pm25,170.57916704813638,µg/m³,2023-10-31T17:00:00Z
Jihan Fauziah Hamdi ,pm25,207.40833155314127,µg/m³,2023-10-31T18:00:00Z
Jihan Fauziah Hamdi ,pm25,158.14583460489908,µg/m³,2023-10-31T19:00:00Z
Jihan Fauziah Hamdi ,pm25,125.06666501363118,µg/m³,2023-10-31T20:00:00Z
Jihan Fauziah Hamdi ,pm25,98.90833473205566,µg/m³,2023-10-31T21:00:00Z
Jihan Fauziah Hamdi ,pm25,81.84583282470703,µg/m³,2023-10-31T22:00:00Z
Jihan Fauziah Hamdi ,pm25,69.09166717529297,µg/m³,2023-10-31T23:00:00Z
Jihan Fauziah Hamdi ,pm25,273.61667251586914,µg/m³,2023-11-01T00:00:00Z
Jihan Fauziah Hamdi ,pm25,167.46250089009604,µg/m³,2023-11-01T01:00:00Z
Jihan Fauziah Hamdi ,pm25,93.76250012715657,µg/m³,2023-11-01T02:00:00Z
Jihan Fauziah Hamdi ,pm25,119.23333231608073,µg/m³,2023-11-01T03:00:00Z
Jihan Fauziah Hamdi ,pm25,190.5500005086263,µg/m³,2023-11-01T04:00:00Z
Jihan Fauziah Hamdi ,pm25,97.6083329518636,µg/m³,2023-11-01T05:00:00Z
Jihan Fauziah Hamdi ,pm25,539.3333384195963,µg/m³,2023-11-01T07:00:00Z
Jihan Fauziah Hamdi ,pm25,138.78749910990396,µg/m³,2023-11-01T09:00:00Z
Jihan Fauziah Hamdi ,pm25,87.05833435058594,µg/m³,2023-11-01T10:00:00Z
Jihan Fauziah Hamdi ,pm25,56.2416664759318,µg/m³,2023-11-01T11:00:00Z
Jihan Fauziah Hamdi ,pm25,49.41249974568685,µg/m³,2023-11-01T12:00:00Z
Jihan Fauziah Hamdi ,pm25,56.38750012715658,µg/m³,2023-11-01T13:00:00Z
Jihan Fauziah Hamdi ,pm25,116.1833324432373,µg/m³,2023-11-01T14:00:00Z
Jihan Fauziah Hamdi ,pm25,180.22916793823242,µg/m³,2023-11-01T15:00:00Z
Jihan Fauziah Hamdi ,pm25,211.3499984741211,µg/m³,2023-11-01T16:00:00Z
Jihan Fauziah Hamdi ,pm25,199.88749821980795,µg/m³,2023-11-01T19:00:00Z
Jihan Fauziah Hamdi ,pm25,146.43333307902017,µg/m³,2023-11-01T20:00:00Z
Jihan Fauziah Hamdi ,pm25,100.9499994913737,µg/m³,2023-11-01T21:00:00Z
Jihan Fauziah Hamdi ,pm25,76.8958346048991,µg/m³,2023-11-01T22:00:00Z
Jihan Fauziah Hamdi ,pm25,62.22083314259847,µg/m³,2023-11-01T23:00:00Z
Jihan Fauziah Hamdi ,pm25,60.5541664759318,µg/m³,2023-11-02T00:00:00Z
Jihan Fauziah Hamdi ,pm25,71.89583269755046,µg/m³,2023-11-02T01:00:00Z
Jihan Fauziah Hamdi ,pm25,257.8000024159749,µg/m³,2023-11-02T02:00:00Z
Jihan Fauziah Hamdi ,pm25,95.27083333333333,µg/m³,2023-11-02T03:00:00Z
Jihan Fauziah Hamdi ,pm25,100.81666628519694,µg/m³,2023-11-02T04:00:00Z
Jihan Fauziah Hamdi ,pm25,92.99583371480306,µg/m³,2023-11-02T05:00:00Z
Jihan Fauziah Hamdi ,pm25,209.95000203450522,µg/m³,2023-11-02T06:00:00Z
Jihan Fauziah Hamdi ,pm25,97.40416717529297,µg/m³,2023-11-02T08:00:00Z
Jihan Fauziah Hamdi ,pm25,58.475000063578285,µg/m³,2023-11-02T09:00:00Z
Jihan Fauziah Hamdi ,pm25,108.52500120798747,µg/m³,2023-11-02T10:00:00Z
Jihan Fauziah Hamdi ,pm25,208.59583282470703,µg/m³,2023-11-02T11:00:00Z
Jihan Fauziah Hamdi ,pm25,146.85833485921225,µg/m³,2023-11-02T12:00:00Z
Jihan Fauziah Hamdi ,pm25,95.89166577657063,µg/m³,2023-11-02T13:00:00Z
Jihan Fauziah Hamdi ,pm25,76.27083269755046,µg/m³,2023-11-02T14:00:00Z
Jihan Fauziah Hamdi ,pm25,64.06666723887126,µg/m³,2023-11-02T15:00:00Z
Jihan Fauziah Hamdi ,pm25,57.43333307902018,µg/m³,2023-11-02T16:00:00Z
Jihan Fauziah Hamdi ,pm25,56.67916679382324,µg/m³,2023-11-02T17:00:00Z
Jihan Fauziah Hamdi ,pm25,55.03333377838135,µg/m³,2023-11-02T18:00:00Z
Jihan Fauziah Hamdi ,pm25,51.670833587646484,µg/m³,2023-11-02T19:00:00Z
Jihan Fauziah Hamdi ,pm25,52.48750019073486,µg/m³,2023-11-02T20:00:00Z
Jihan Fauziah Hamdi ,pm25,52.53333314259847,µg/m³,2023-11-02T21:00:00Z
Jihan Fauziah Hamdi ,pm25,53.066665967305504,µg/m³,2023-11-02T22:00:00Z
Jihan Fauziah Hamdi ,pm25,55.83750057220459,µg/m³,2023-11-02T23:00:00Z
Jihan Fauziah Hamdi ,pm25,61.75833288828532,µg/m³,2023-11-03T00:00:00Z
Jihan Fauziah Hamdi ,pm25,69.70000044504802,µg/m³,2023-11-03T01:00:00Z
Jihan Fauziah Hamdi ,pm25,93.11666742960612,µg/m³,2023-11-03T03:00:00Z
Jihan Fauziah Hamdi ,pm25,74.19583447774251,µg/m³,2023-11-03T04:00:00Z
Jihan Fauziah Hamdi ,pm25,85.34583346048991,µg/m³,2023-11-03T05:00:00Z
Jihan Fauziah Hamdi ,pm25,82.21249961853027,µg/m³,2023-11-03T06:00:00Z
Jihan Fauziah Hamdi ,pm25,66.61250114440918,µg/m³,2023-11-03T07:00:00Z
Jihan Fauziah Hamdi ,pm25,67.61666584014893,µg/m³,2023-11-03T08:00:00Z
Jihan Fauziah Hamdi ,pm25,72.41250038146973,µg/m³,2023-11-03T09:00:00Z
Jihan Fauziah Hamdi ,pm25,69.34583346048991,µg/m³,2023-11-03T10:00:00Z
Jihan Fauziah Hamdi ,pm25,61.916666984558105,µg/m³,2023-11-03T11:00:00Z
Jihan Fauziah Hamdi ,pm25,57.141666094462074,µg/m³,2023-11-03T12:00:00Z
Jihan Fauziah Hamdi ,pm25,52.81666660308838,µg/m³,2023-11-03T13:00:00Z
Jihan Fauziah Hamdi ,pm25,51.5625,µg/m³,2023-11-03T14:00:00Z
Jihan Fauziah Hamdi ,pm25,50.416666984558105,µg/m³,2023-11-03T16:00:00Z
Jihan Fauziah Hamdi ,pm25,53.170833587646484,µg/m³,2023-11-03T17:00:00Z
Jihan Fauziah Hamdi ,pm25,59.81249968210856,µg/m³,2023-11-03T18:00:00Z
Jihan Fauziah Hamdi ,pm25,70.52916653951009,µg/m³,2023-11-03T19:00:00Z
Jihan Fauziah Hamdi ,pm25,77.62499936421712,µg/m³,2023-11-03T20:00:00Z
Jihan Fauziah Hamdi ,pm25,80.85833231608073,µg/m³,2023-11-03T21:00:00Z
Jihan Fauziah Hamdi ,pm25,86.37500127156575,µg/m³,2023-11-03T22:00:00Z
Jihan Fauziah Hamdi ,pm25,83.04583422342937,µg/m³,2023-11-04T00:00:00Z
Jihan Fauziah Hamdi ,pm25,83.37500063578288,µg/m³,2023-11-04T01:00:00Z
Jihan Fauziah Hamdi ,pm25,89.08749961853027,µg/m³,2023-11-04T02:00:00Z
